"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 20 13:43:25 GMT 2025","Thu Feb 20 13:43:25 GMT 2025","82","","Position","","api.specialization.PositionTests","updatingAPositionWithoutPermission","[API] [Specializations & Positions] 3077 - 403 СК при отсутствии необходимых пермишенов DELETE /api/v1/positions/{positionId}",""
"failed","Thu Feb 20 13:44:28 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","106","","Skill Acquirement","","api.skill.SkillAcquirementTests","setSkillGrade","[SkillAcquirement] 2472 - 200 СК PUT /api/v1/admin/skills/grade/review Подтверждение навыка тимлидом",""
"passed","Thu Feb 20 13:43:25 GMT 2025","Thu Feb 20 13:43:25 GMT 2025","83","","Position","","api.specialization.PositionTests","badUpdateRequest","[Positions] 2843 - 400 СК при невалидном теле запроса PUT api/v1/positions/{positionId}",""
"failed","Thu Feb 20 13:44:36 GMT 2025","Thu Feb 20 13:44:36 GMT 2025","150","","Position","","api.specialization.PositionTests","createNewPositionTitleForbidden","[API] [Position] 3318 - 403 СК при отсутствии доступа POST /api/v1/positions",""
"passed","Thu Feb 20 13:42:38 GMT 2025","Thu Feb 20 13:42:39 GMT 2025","183","","Experts","","api.experts.ExpertsTests","getExpertApplicationsNotFound","[Experts] 3314 - 404 СК при отправке запроса с несуществующим {userId} GET /api/v1/expert/applications",""
"passed","Thu Feb 20 13:43:48 GMT 2025","Thu Feb 20 13:43:48 GMT 2025","63","","User","","api.user.UserTests","getUsersByNonExistentUsersId","[User] 404 ошибка при отправке запроса GET /api/v1/users/{userId}",""
"passed","Thu Feb 20 13:43:20 GMT 2025","Thu Feb 20 13:43:20 GMT 2025","84","","Skill","","api.skill.SkillTests","getSkillDescriptionNotFoundSkillId","[API][Skills] 3315 - 404 СК GET /skills/{skillId}/descriptions при несуществующем {skillId}",""
"skipped","Thu Feb 20 13:42:37 GMT 2025","Thu Feb 20 13:42:37 GMT 2025","0","","Experts","","api.experts.ExpertsTests","updateExpertsToSkillNonExistUserId","[API][Experts] 3573 - 400 СК при несуществующем {userId} PATCH/api/v1/experts/skill",""
"passed","Thu Feb 20 13:43:00 GMT 2025","Thu Feb 20 13:43:00 GMT 2025","96","","History Skill Changes","","api.skill.HistorySkillChangesTests","getHistorySkillChanges","[API][HistorySkillChanges] 2459 - Ответ от GET /api/v1/skills/changeHistory/{skillId}/{userId} соответствует json-схеме.",""
"failed","Thu Feb 20 13:44:36 GMT 2025","Thu Feb 20 13:44:36 GMT 2025","109","","Skill","","api.skill.SkillTests","getExpertsOfNonExistsSkillInExpertReview","[Skills] 3194 - 200 СК с пустым массивом, если у скилла не назначены эксперты GET api/v1/skills/approve/status",""
"passed","Thu Feb 20 13:42:51 GMT 2025","Thu Feb 20 13:42:52 GMT 2025","219","","Experts","","api.experts.ExpertsTests","getExpertSkillsByUserId","[Experts] 2479 - Ответ от GET /api/v1/expert/{userId}/skills соответствует json-схеме.",""
"passed","Thu Feb 20 13:43:14 GMT 2025","Thu Feb 20 13:43:14 GMT 2025","86","","Skill","","api.skill.SkillTests","getExpertsOfSkillWithoutPermission","[Skills] 2835 - 403СК при авторизации с не верным пермишеном GET api/v1/skills/approve/status",""
"failed","Thu Feb 20 13:44:21 GMT 2025","Thu Feb 20 13:44:22 GMT 2025","148","","Experts","","api.experts.ExpertsTests","getExpertByUserId","[Experts] 2509 - Ответ от GET /api/v1/expert соответствует json-схеме",""
"failed","Thu Feb 20 13:44:31 GMT 2025","Thu Feb 20 13:44:31 GMT 2025","168","","Skill","","api.skill.SkillTests","reactionWithMainId","[Skill] 3263 - 400 СК при отправке запроса с указанием в {contentId} main контента POST /api/v1/skills/reaction",""
"failed","Thu Feb 20 13:44:33 GMT 2025","Thu Feb 20 13:44:34 GMT 2025","598","","Skill","","api.skill.SkillTests","returnListAdminSkillsTree","[Skill] 2421 - Ответ от POST /api/v1/admin/tree/skills соответствует json-схеме",""
"passed","Thu Feb 20 13:42:36 GMT 2025","Thu Feb 20 13:42:37 GMT 2025","103","","Expert Permission","","api.experts.ExpertPermissionTests","addExpertPermissionToUser","[API] [ExpertPermission] 2507 - Добавление пермишена эксперта по ID PATCH /api/v1/experts/assign",""
"broken","Thu Feb 20 13:44:39 GMT 2025","Thu Feb 20 13:44:39 GMT 2025","41","","Supervisor","","api.supervisor.SupervisorTests","deleteSpecializationForUser","[Supervisor] 2520 - Удаление всех специализаций для пользователя DELETE /api/v1/supervisors/{userId}",""
"passed","Thu Feb 20 13:43:20 GMT 2025","Thu Feb 20 13:43:20 GMT 2025","80","","Skill","","api.skill.SkillTests","impossibleToDeleteNonExistentSkill","[Skills] 2704 - Попытка удаления из БД несуществующего скилла DELETE api/v1/admin/skills/deleted/{skillId}",""
"skipped","Thu Feb 20 13:43:06 GMT 2025","Thu Feb 20 13:43:06 GMT 2025","0","","Skill Acquirement","","api.skill.SkillAcquirementTests","badRequestIsEmptyRequestBody","[API][SkillAcquirement] 3054 - 400 СК при пустом теле запроса PUT /api/v1/admin/skills/grade/review",""
"passed","Thu Feb 20 13:42:48 GMT 2025","Thu Feb 20 13:42:48 GMT 2025","94","","Experts","","api.experts.ExpertsTests","getExpertApplicationsForbidden","[Experts] 3313 - 403 СК при отправке запроса и отсутствии доступа GET /api/v1/expert/applications",""
"passed","Thu Feb 20 13:43:20 GMT 2025","Thu Feb 20 13:43:20 GMT 2025","142","","Skill","","api.skill.SkillTests","getSkillAbilityForUserWithIncorrectUserId","[Skill] 2524 Ответ от HEAD /api/v1/skills/{skillId} возвращает 204 CК при неверном {skillId}",""
"failed","Thu Feb 20 13:44:25 GMT 2025","Thu Feb 20 13:44:25 GMT 2025","140","","Skill Acquirement","","api.skill.SkillAcquirementTests","suggestSkillGradeToReviewWithANonExistentSkillId","[API][SkillAcquirement] 3409 - 404 СК при отправке запроса с несуществующем {skillId} PUT /api/v1/skills/grade/suggest",""
"passed","Thu Feb 20 13:42:51 GMT 2025","Thu Feb 20 13:42:51 GMT 2025","94","","Experts","","api.experts.ExpertsTests","sendExpertDecisionAfterReviewWithInvalidApproveFormat","[Experts] 3557 - 400 СК при невалидном {isApproved} POST /api/v1/expert/skills/grade/review",""
"passed","Thu Feb 20 13:43:08 GMT 2025","Thu Feb 20 13:43:08 GMT 2025","81","","Skill Content","","api.skill.SkillContentTests","updateContentByIdUnauthorized","[API] [SkillContent] 3246 - 401 при обновлении additional/main контента по ID без авторизации PUT /api/v1/content/{contentId}",""
"passed","Thu Feb 20 13:43:15 GMT 2025","Thu Feb 20 13:43:15 GMT 2025","74","","Skill","","api.skill.SkillTests","reactionWithoutPermission","[Skill] 3266 - 403 при отправке запроса без необходимых пермишенов POST /api/v1/skills/reaction",""
"passed","Thu Feb 20 13:42:34 GMT 2025","Thu Feb 20 13:42:34 GMT 2025","287","","Expert Permission","","api.experts.ExpertPermissionTests","addExpertPermissionForUserBadRequestBodyAssign","[API] [ExpertPermission] 3344 - 400 СК при невалидном теле запроса PATCH /api/v1/experts/assign",""
"passed","Thu Feb 20 13:42:35 GMT 2025","Thu Feb 20 13:42:35 GMT 2025","79","","Expert Permission","","api.experts.ExpertPermissionTests","addExpertPermissionForUserUnauthorizedAssign","[API] [ExpertPermission] 3345 - 401 СК при отсутствии авторизации PATCH /api/v1/experts/assign",""
"failed","Thu Feb 20 13:44:28 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","150","","Skill Content","","api.skill.SkillContentTests","requestBySkillIdNotFound","[API] [SkillContent] 3245 - 404 СК при создании контента к несуществующему скиллу POST /api/v1/content/additional",""
"passed","Thu Feb 20 13:43:24 GMT 2025","Thu Feb 20 13:43:25 GMT 2025","585","","Position","","api.specialization.PositionTests","getRequestPositionsNoValidPositionId","[API][Position] 3180 - 400 СК при невалидной positionId GET/api/v1/positions/{positionId}/users",""
"passed","Thu Feb 20 13:43:30 GMT 2025","Thu Feb 20 13:43:30 GMT 2025","248","","Specializations","","api.specialization.SpecializationTests","updateSpecialization","[Specializations] 2467 - Обновление специализации PATCH /api/v1/specializations",""
"passed","Thu Feb 20 13:42:57 GMT 2025","Thu Feb 20 13:42:57 GMT 2025","344","","Restrictions","","api.restrictions.RestrictionsTests","updateUserRestrictions","[Restrictions] 2456 - Обновление ограничения для пользователя PUT /api/v1/users/restrictions.",""
"passed","Thu Feb 20 13:42:37 GMT 2025","Thu Feb 20 13:42:37 GMT 2025","89","","Experts","","api.experts.ExpertsTests","getExpertSkillsWithInvalidId","[Experts] 3482 - 400 СК при невалидном userId GET /api/v1/expert/{userId}/skills",""
"passed","Thu Feb 20 13:42:39 GMT 2025","Thu Feb 20 13:42:39 GMT 2025","56","","Experts","","api.experts.ExpertsTests","deleteExpertFromSkillsWithoutAuthorization","[Experts] 3476 - 401 СК при отсутствии авторизации DELETE /api/v1/expert/skills",""
"passed","Thu Feb 20 13:42:13 GMT 2025","Thu Feb 20 13:42:13 GMT 2025","135","","Audit","","api.audit.AuditTests","getRevisionByNonExistSpecializationId","[Audit] 2573 - Ответ от GET /api/v1/history/specializations{specializationId} с несуществующим ID возвращает 404 СК",""
"passed","Thu Feb 20 13:43:15 GMT 2025","Thu Feb 20 13:43:15 GMT 2025","174","","Skill","","api.skill.SkillTests","getExpertsOfNonExistsSkillInSkillsExperts","[API] [Skills] 2832 - 200СК с пустым массивом при указании skillId, отсутствующего в skills_experts GET api/v1/skills/approve/status",""
"failed","Thu Feb 20 13:44:24 GMT 2025","Thu Feb 20 13:44:24 GMT 2025","168","","History Skill Changes","","api.skill.HistorySkillChangesTests","notFoundHistoryWhenSendingARequestWithAUserIdThatIsMissing","[API][HistoryOfSkillChanges] 3190 - 404 при отправке запроса с userId, который отсутствует в БД GET /api/v1/skills/changeHistory/{skillId}/{userId}",""
"passed","Thu Feb 20 13:43:14 GMT 2025","Thu Feb 20 13:43:14 GMT 2025","66","","Skill","","api.skill.SkillTests","returnListAdminSkillsTreeIfUserUnauthorized","[API] [Skills] 3586 - 401СК, при отсутствии авторизации POST api/v1/admin/tree/skills",""
"passed","Thu Feb 20 13:42:57 GMT 2025","Thu Feb 20 13:42:57 GMT 2025","55","","Restrictions","","api.restrictions.RestrictionsTests","getUsersRestrictionsIfUserUnauthorized","[API] [Restrictions] 401 ошибка при отправке запроса GET /api/v1/users/restrictions",""
"failed","Thu Feb 20 13:44:23 GMT 2025","Thu Feb 20 13:44:23 GMT 2025","236","","Experts","","api.experts.ExpertsTests","addExpertToSkill","[Experts] 2482 - Добавление нового эксперта к навыку POST /api/v1/expert/skill",""
"skipped","Thu Feb 20 13:42:50 GMT 2025","Thu Feb 20 13:42:50 GMT 2025","0","","Experts","","api.experts.ExpertsTests","addExpertToSkillsWithNonExistentSkillId","[Experts] 3473 - 404 СК при отправке запроса с несуществующим {skillId} POST /api/v1/expert/skills",""
"passed","Thu Feb 20 13:42:59 GMT 2025","Thu Feb 20 13:42:59 GMT 2025","153","","Role","","api.role.RoleTests","updateTheRoleUnknownUserPermission","[Role] 3435 - 400СК, при отправке несуществующего пермишена PUT /api/v1/roles",""
"failed","Thu Feb 20 13:44:39 GMT 2025","Thu Feb 20 13:44:39 GMT 2025","99","","User","","api.user.UserTests","createNewUser","[User] 2460 - Создание нового пользователя POST /api/v1/users/internal/user",""
"passed","Thu Feb 20 13:43:20 GMT 2025","Thu Feb 20 13:43:20 GMT 2025","60","","Skill","","api.skill.SkillTests","deleteSkillWithoutAuthorization","[Skills] 2631 - Попытка удаления навыка без авторизации DELETE /api/v1/skills/{skillId}",""
"passed","Thu Feb 20 13:42:55 GMT 2025","Thu Feb 20 13:42:55 GMT 2025","81","","Management Position","","api.managementPosition.ManagementPositionTests","updateManagementPositionsByIdIfTheUserDoesNotHaveRights","[API] [ManagementPosition] 403 ошибка при отправке запроса PUT /api/v1/management/{id}",""
"passed","Thu Feb 20 13:42:17 GMT 2025","Thu Feb 20 13:42:18 GMT 2025","84","","Current","","api.current.CurrentTests","getUsersCurrentResponseRespondJsonScheme","[Current] 3626 - Ответ от GET /api/v1/users/current соответствует json-схеме",""
"passed","Thu Feb 20 13:43:22 GMT 2025","Thu Feb 20 13:43:23 GMT 2025","114","","Skill","","api.skill.SkillTests","verifyJsonSchemaForGetSkill","[Skill] 998 - Ответ от /api/v1/skills/{skillId} соответствует json-схеме",""
"passed","Thu Feb 20 13:43:22 GMT 2025","Thu Feb 20 13:43:22 GMT 2025","98","","Skill","","api.skill.SkillTests","addPositiveRatingToAdditionalContent","[Skill] 2423 - Добавление оценки LIKE к дополнительному контенту POST /api/v1/skills/reaction",""
"passed","Thu Feb 20 13:43:42 GMT 2025","Thu Feb 20 13:43:42 GMT 2025","77","","User","","api.user.UserTests","updateUserByNonExistentUserId","[User] 404 ошибка при отправке запроса PATCH /api/v1/users/{userId}",""
"passed","Thu Feb 20 13:42:58 GMT 2025","Thu Feb 20 13:42:58 GMT 2025","98","","Role","","api.role.RoleTests","createTheRoleWithExistingRoleName","[Role] 3464 - 409СК, при создании роли с существующим именем POST /api/v1/roles",""
"passed","Thu Feb 20 13:43:07 GMT 2025","Thu Feb 20 13:43:07 GMT 2025","92","","Skill Content","","api.skill.SkillContentTests","createNewContentForbidden","[API] [SkillContent] 3244 - 403 СК при создании нового main контента без необходимых на то полномочий POST /api/v1/content/main",""
"broken","Thu Feb 20 13:44:16 GMT 2025","Thu Feb 20 13:44:16 GMT 2025","136","","Expert Permission","","api.experts.ExpertPermissionTests","addExpertPermissionForUserForbidden","[API] [ExpertPermission] 3334 - 403 СК при отсутствии доступа PATCH /api/v1/experts/unassign",""
"passed","Thu Feb 20 13:43:08 GMT 2025","Thu Feb 20 13:43:08 GMT 2025","134","","Skill Content","","api.skill.SkillContentTests","deleteContentByIdNotFound","[API] [SkillContent] 3250 - 404 СК при отправке запроса с несуществующим {contentId} DELETE /api/v1/content/{contentId}",""
"failed","Thu Feb 20 13:44:39 GMT 2025","Thu Feb 20 13:44:39 GMT 2025","88","","Supervisor","","api.supervisor.SupervisorTests","getSpecializationsWithInvalidUserId","[Supervisor] 3326 - 400СК, при отправке невалидного userId GET /api/v1/supervisors/{userId}/specializations",""
"failed","Thu Feb 20 13:44:30 GMT 2025","Thu Feb 20 13:44:30 GMT 2025","91","","Skill","","api.skill.SkillTests","changeSkillWithNonExistingParentId","[Skill] 3507 - 404СК, при отправке несуществующего parentId PUT api/v1/skills/{skillId}",""
"passed","Thu Feb 20 13:43:09 GMT 2025","Thu Feb 20 13:43:10 GMT 2025","300","","Skill Description","","api.skill.SkillDescriptionTests","getSkillDescriptionAndContentBySkillIdInSkillSet","[API][Skills] 3693 - Параметр isInSkillSet возвращает true, при наличии скилла в скиллсете GET/api/v1/skills/{skillId}/descriptions",""
"passed","Thu Feb 20 13:42:55 GMT 2025","Thu Feb 20 13:42:55 GMT 2025","79","","Management Position","","api.managementPosition.ManagementPositionTests","updateManagementPositionsByIdNonExist","[API] [ManagementPosition] 404 ошибка при отправке запроса PUT /api/v1/management/{id}",""
"passed","Thu Feb 20 13:43:27 GMT 2025","Thu Feb 20 13:43:27 GMT 2025","100","","Position","","api.specialization.PositionTests","createNewPositionTitle","[Position] 2426 - Cоздание новой должности POST /api/v1/positions",""
"passed","Thu Feb 20 13:42:49 GMT 2025","Thu Feb 20 13:42:49 GMT 2025","96","","Experts","","api.experts.ExpertsTests","sendExpertDecisionAfterReviewWithoutPermission","[Experts] 3514 - 403 СК при отсутствии доступа POST /api/v1/expert/skills/grade/review",""
"passed","Thu Feb 20 13:43:32 GMT 2025","Thu Feb 20 13:43:33 GMT 2025","195","","Specializations","","api.specialization.SpecializationTests","createNewSpecializationUsersForbidden","[API][Specialization] 3578 - 403 СК в запросе PATCH /api/v1/specializations",""
"passed","Thu Feb 20 13:43:15 GMT 2025","Thu Feb 20 13:43:15 GMT 2025","91","","Skill","","api.skill.SkillTests","changeSkillWithoutAuthorization","[Skill] 3504 - 401СК, при отсутствии авторизации PUT api/v1/skills/{skillId}",""
"failed","Thu Feb 20 13:44:16 GMT 2025","Thu Feb 20 13:44:17 GMT 2025","629","","Experts","","api.experts.ExpertsTests","updateExpertsTheIDOfASkillThatIsNotIncludedInTheExpertsSkillSet","[API][Experts] 3269 - 400СК при отправке айди навыка, не входящего в скиллсет экспертов PATCH /api/v1/experts/skill",""
"passed","Thu Feb 20 13:44:23 GMT 2025","Thu Feb 20 13:44:23 GMT 2025","123","","Permissions","","api.permissions.PermissionsTests","deletePermissionsByName","[Permissions] 2420 - Удаление пермишена по имени DELETE /api/v1/permissions?name={permission}",""
"passed","Thu Feb 20 13:43:06 GMT 2025","Thu Feb 20 13:43:06 GMT 2025","78","","Skill Acquirement","","api.skill.SkillAcquirementTests","changingSkillGradeByTeamLeadWithInvalidUserId","[Skill acquirements] 2777 - 400 СК при отправке запроса с невалидным userId PUT /api/v1/skills/grade/suggest/teamleader",""
"passed","Thu Feb 20 13:42:16 GMT 2025","Thu Feb 20 13:42:17 GMT 2025","112","","Audit","","api.audit.AuditTests","getAllRevisionsBySpecializationsWithoutPermission","[Audit] 3487 - 403 СК при запросе GET /api/v1/history/specializations",""
"failed","Thu Feb 20 13:44:28 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","119","","Skill Acquirement","","api.skill.SkillAcquirementTests","suggestSkillGradeToReview","[SkillAcquirement] 2471 - Предложение оценки навыка пользователю PUT /api/v1/skills/grade/suggest",""
"passed","Thu Feb 20 13:42:17 GMT 2025","Thu Feb 20 13:42:17 GMT 2025","80","","Audit","","api.audit.AuditTests","getAllSkillsHistoryBySkillIdWithoutAuthorization","[Audit] 3495 - 401 СК при запросе GET /api/v1/history/skills/{skillId}",""
"passed","Thu Feb 20 13:43:37 GMT 2025","Thu Feb 20 13:43:37 GMT 2025","56","","Subordinates","","api.subordinates.SubordinatesTests","getSubordinatesUnauthorized","[API] [Subordinates] 3254 - 401СК при отсутствии авторизации GET /api/v1/admin/subordinates",""
"passed","Thu Feb 20 13:42:11 GMT 2025","Thu Feb 20 13:42:11 GMT 2025","359","","Access","","api.access.AccessTests","getPublicKey","[Access] 2411 Получение публичного ключа в формате строки base64 от GET /api/v1/access/key",""
"passed","Thu Feb 20 13:42:58 GMT 2025","Thu Feb 20 13:42:59 GMT 2025","78","","Role","","api.role.RoleTests","createTheRoleWithoutAuthorization","[Role] 3460 - 401СК, при отсутствии авторизации POST /api/v1/roles",""
"failed","Thu Feb 20 13:44:31 GMT 2025","Thu Feb 20 13:44:31 GMT 2025","147","","Skill","","api.skill.SkillTests","changeSkillWithExistentSkillName","[Skill] 3516 - 409СК, при отправке существующего имени навыка PUT api/v1/skills/{skillId}",""
"failed","Thu Feb 20 13:44:25 GMT 2025","Thu Feb 20 13:44:25 GMT 2025","109","","Skill Acquirement","","api.skill.SkillAcquirementTests","putApproveSkillsIfTheSkillWasNotSentForReview","[API][SkillAcquirement] 3053 - 400 СК, если навык не отправлялся на ревью PUT /api/v1/admin/skills/grade/review",""
"passed","Thu Feb 20 13:43:17 GMT 2025","Thu Feb 20 13:43:17 GMT 2025","186","","Skill","","api.skill.SkillTests","successfulDeleteDeletedSkill","[Skills] 2702 - Успешное удаление из БД навыка, который отмечен удаленным DELETE api/v1/admin/skills/deleted/{skillId}",""
"passed","Thu Feb 20 13:43:46 GMT 2025","Thu Feb 20 13:43:46 GMT 2025","61","","User","","api.user.UserTests","getUsersByUsersIdWithNonExistentUserId","[User] 404 ошибка при отправке запроса DELETE /api/v1/users/{userId}",""
"passed","Thu Feb 20 13:43:10 GMT 2025","Thu Feb 20 13:43:10 GMT 2025","65","","Skill Description","","api.skill.SkillDescriptionTests","getSkillDescriptionWithoutAuthorization","[Skills] 2650 - 401 СК при выполнении запроса GET /api/v1/skills/{skillId}/descriptions без авторизации",""
"passed","Thu Feb 20 13:43:00 GMT 2025","Thu Feb 20 13:43:00 GMT 2025","115","","Role","","api.role.RoleTests","updateTheRole","[Role] 2386 - Проверка обновления роли PUT /api/v1/roles",""
"passed","Thu Feb 20 13:43:48 GMT 2025","Thu Feb 20 13:43:48 GMT 2025","135","","User","","api.user.UserTests","getAllListUsersIfNotSpecializationIdRequest","[API] [User] 3368 - 200 СК со списком всех юзеров, если не указать specializationId  GET /api/v1/users",""
"passed","Thu Feb 20 13:42:56 GMT 2025","Thu Feb 20 13:42:56 GMT 2025","83","","Management Position","","api.managementPosition.ManagementPositionTests","getAllManagementPositions","[ManagementPosition] 2434 - Ответ от GET /api/v1/management соответствует json-схеме",""
"passed","Thu Feb 20 13:43:30 GMT 2025","Thu Feb 20 13:43:30 GMT 2025","84","","Specializations","","api.specialization.SpecializationTests","getAllUsersByNonExistentSpecializationId","[Specialization] 3522 - 404 СК при запросе GET /api/v1/specializations/{specializationId}/users",""
"passed","Thu Feb 20 13:42:17 GMT 2025","Thu Feb 20 13:42:17 GMT 2025","89","","Audit","","api.audit.AuditTests","getAllSkillsHistoryWithoutPermission","[Audit] 3492 - 403 СК в запросе GET /api/v1/history/skills",""
"failed","Thu Feb 20 13:44:23 GMT 2025","Thu Feb 20 13:44:24 GMT 2025","179","","History Skill Changes","","api.skill.HistorySkillChangesTests","sendingARequestIfANonTerminalSkillIsSpecifiedAsTheSkillId","[API] [HistorySkillChanges] 3187 - 400 СК в ответе, если в качестве skillId указан нетерминальный скилл GET /api/v1/skills/changeHistory/{skillId}/{userId}",""
"failed","Thu Feb 20 13:44:29 GMT 2025","Thu Feb 20 13:44:29 GMT 2025","104","","Skill Specialization Requirements","","api.skill.SkillSpecializationRequirementsTests","setSkillGrade","[SkillSpecializationRequirements] 2449 - Установить уровень навыка PUT /api/v1/skill-specialization-requirements",""
"passed","Thu Feb 20 13:42:29 GMT 2025","Thu Feb 20 13:42:34 GMT 2025","4332","","Data Controller","","api.dataController.DownloadDataTests","downloadFileFromDBWithoutAuthorization","[Data-controller] 2799 - 401 СК при отсутствии авторизации POST /api/v1/data/download","Пока работает верно, авторизация будет сделана в будущем"
"passed","Thu Feb 20 13:42:46 GMT 2025","Thu Feb 20 13:42:46 GMT 2025","98","","Experts","","api.experts.ExpertsTests","getExpertsBySupervisorIdIfNoValidSupervisorId","[API] [Experts] 3591 - 400 СК при отправке запроса с невалидным {supervisorId} GET api/v1/experts/{supervisorId}",""
"passed","Thu Feb 20 13:43:06 GMT 2025","Thu Feb 20 13:43:06 GMT 2025","124","","Skill Acquirement","","api.skill.SkillAcquirementTests","getUserSkillsById","[SkillAcquirement] 2474 - Ответ от GET /api/v1/skills/external/forDisplay?userId={userId} соответствует json-схеме.",""
"passed","Thu Feb 20 13:43:06 GMT 2025","Thu Feb 20 13:43:06 GMT 2025","64","","Skill Acquirement","","api.skill.SkillAcquirementTests","reviewSkillGradeBySupervisorWithoutAuthorization","[API][SkillAcquirement] 3072 - 401 СК при отсутствии авторизации PUT /api/v1/supervisor/skills/grade/review",""
"passed","Thu Feb 20 13:42:59 GMT 2025","Thu Feb 20 13:42:59 GMT 2025","108","","Role","","api.role.RoleTests","updateTheRoleWithoutPermission","[Role] 3427 - 403СК, при отсутствии доступа PUT /api/v1/roles",""
"failed","Thu Feb 20 13:44:22 GMT 2025","Thu Feb 20 13:44:23 GMT 2025","313","","Experts","","api.experts.ExpertsTests","updateExpertsToSkill","[Experts] 2484 - Обновление экспертов для навыка PATCH /api/v1/experts/skill",""
"passed","Thu Feb 20 13:43:19 GMT 2025","Thu Feb 20 13:43:20 GMT 2025","123","","Skill","","api.skill.SkillTests","addNewPortraitSkills","[Skill] 2501 - Добавление нового портрета навыка POST /api/v1/admin/skills/{specializationId}",""
"failed","Thu Feb 20 13:44:36 GMT 2025","Thu Feb 20 13:44:36 GMT 2025","143","","Position","","api.specialization.PositionTests","positionIdIsNotFoundWhenDeleteRequest","[API] [Specializations & Positions] 3079 - 404 СК при ненайденной позиции DELETE /api/v1/positions/{positionId}",""
"passed","Thu Feb 20 13:42:56 GMT 2025","Thu Feb 20 13:42:56 GMT 2025","61","","Permissions","","api.permissions.PermissionsTests","getPermissionsInTheAbsenceOfAccess","[API] [Permissions] 3405 - 403СК, при отсутствии доступа GET /api/v1/permissions",""
"failed","Thu Feb 20 13:44:31 GMT 2025","Thu Feb 20 13:44:31 GMT 2025","85","","Skill","","api.skill.SkillTests","deleteContentRatingNotFound","[API] [Skill] 3277 - 204 СК при отправке запроса с несуществующим {contentId} DELETE /api/v1/skills/reaction",""
"passed","Thu Feb 20 13:42:42 GMT 2025","Thu Feb 20 13:42:42 GMT 2025","99","","Experts","","api.experts.ExpertsTests","getExpertWithoutPermission","[Experts] 3421 - 403 СК при отправке запроса без прав доступа GET /api/v1/expert",""
"passed","Thu Feb 20 13:42:54 GMT 2025","Thu Feb 20 13:42:55 GMT 2025","61","","Management Position","","api.managementPosition.ManagementPositionTests","deleteManagementPositionsByIdNoneExist","[API] [ManagementPosition] 404 ошибка при отправке запроса DELETE /api/v1/management/{id}",""
"passed","Thu Feb 20 13:43:16 GMT 2025","Thu Feb 20 13:43:16 GMT 2025","68","","Skill","","api.skill.SkillTests","returnSkillAvailabilityForUserWithInvalidSkillId","[Skill] 3532 - 400СК, при отправке невалидного skillId HEAD api/v1/skills/{skillId}",""
"failed","Thu Feb 20 13:44:31 GMT 2025","Thu Feb 20 13:44:31 GMT 2025","97","","Skill","","api.skill.SkillTests","deleteContentRating","[Skill] 2498 - Удаление рейтинга контента DELETE /api/v1/skills/reaction",""
"failed","Thu Feb 20 13:44:35 GMT 2025","Thu Feb 20 13:44:35 GMT 2025","397","","Skill","","api.skill.SkillTests","verifyRequestWithSearch","[Skill] 997 - Дерево раскрыто если ""search"" не пустой для /api/v1/skills/tree",""
"passed","Thu Feb 20 13:42:44 GMT 2025","Thu Feb 20 13:42:44 GMT 2025","108","","Experts","","api.experts.ExpertsTests","addExpertToSkillWithNonExistentUserId","[Experts] 3569 - 404 СК при отправке запроса с несуществующим {userId} POST /api/v1/expert/skill",""
"broken","Thu Feb 20 13:44:28 GMT 2025","Thu Feb 20 13:44:28 GMT 2025","47","","Skill Acquirement","","api.skill.SkillAcquirementTests","approveSkillSupervisor","[API][SkillAcquirement] 3065 - 200 СК при аппруве навыка супервайзером PUT/api/v1/supervisor/skills/grade/review",""
"passed","Thu Feb 20 13:43:38 GMT 2025","Thu Feb 20 13:43:38 GMT 2025","439","","Supervisor","","api.supervisor.SupervisorTests","getApplicationsForSupervisor","[Supervisor] 2519 - Ответ от GET /api/v1/supervisors/{supervisorId}/applications соответствует json-схеме",""
"passed","Thu Feb 20 13:43:20 GMT 2025","Thu Feb 20 13:43:21 GMT 2025","192","","Skill","","api.skill.SkillTests","returnEmptyListMultiplySpecializationsAdminSkillsTreeInTheAbsenceOfSkills","[API] [Skills] 3363 - 200СК с пустым массивом, при отправке специализации без скиллов POST/api/v1/admin/tree/skills/multiplySpecializations",""
"failed","Thu Feb 20 13:44:38 GMT 2025","Thu Feb 20 13:44:38 GMT 2025","138","","Specializations Position","","api.specialization.SpecializationPositionTests","getObtainSpecializationForAPositionInTheAbsenceOfAccessRights","[API] [Specializations & Positions] 3150 - 403 СК при отсутствии необходимых пермишеновGET /api/v1/positions/{positionId}/specialization/{specializationId}",""
"passed","Thu Feb 20 13:43:34 GMT 2025","Thu Feb 20 13:43:34 GMT 2025","61","","Specializations","","api.specialization.SpecializationTests","specializationsBySkillIdWithoutAuthorization","[Specializations] 3545 - 401 СК при запросе GET /api/v1/specializations/skills/{skillId}",""
"passed","Thu Feb 20 13:42:45 GMT 2025","Thu Feb 20 13:42:45 GMT 2025","110","","Experts","","api.experts.ExpertsTests","sendExpertDecisionAfterReviewWithInvalidSkillId","[Experts] 3558 - 400 СК при невалидном {skillId} POST /api/v1/expert/skills/grade/review",""
